,region,admin2_name,season,spi_scale,Drought Event,Drought Duration,Drought Severity,Drought Intensity,Drought Event_start,Drought Event_end
679,Western and Rift Valley,Buret,Long Rains,1,4,9,-1.597142443868588,-0.17746027154095423,2004-06,2005-03
680,Western and Rift Valley,Buret,Long Rains,1,5,9,-1.1575715951195256,-0.12861906612439172,2005-06,2006-03
681,Western and Rift Valley,Buret,Long Rains,1,6,10,-2.1940830113040186,-0.21940830113040186,2006-06,2007-04
682,Western and Rift Valley,Buret,Long Rains,1,7,10,-2.6185445360606323,-0.26185445360606324,2008-06,2009-04
683,Western and Rift Valley,Buret,Long Rains,1,8,9,-2.3408615405948,-0.26009572673275555,2009-06,2010-03
684,Western and Rift Valley,Buret,Long Rains,1,9,1,-1.3647739870349684,-1.3647739870349684,2012-03,2012-04
685,Western and Rift Valley,Buret,Long Rains,1,10,1,-1.3128095639395363,-1.3128095639395363,2014-04,2014-05
686,Western and Rift Valley,Buret,Long Rains,1,11,1,-1.7157956093573368,-1.7157956093573368,2015-03,2015-04
687,Western and Rift Valley,Buret,Long Rains,1,12,1,-1.0675689638629444,-1.0675689638629444,2016-03,2016-04
688,Western and Rift Valley,Buret,Long Rains,1,13,1,-1.409952748880176,-1.409952748880176,2017-03,2017-04
689,Western and Rift Valley,Buret,Long Rains,1,14,1,-2.0979676301794825,-2.0979676301794825,2019-03,2019-04
690,Western and Rift Valley,Buret,Long Rains,3,1,1,-1.0488709291082055,-1.0488709291082055,2000-05,2000-06
691,Western and Rift Valley,Buret,Long Rains,3,2,1,-1.3138188052795985,-1.3138188052795985,2001-03,2001-04
692,Western and Rift Valley,Buret,Long Rains,3,3,1,-1.1093545828121314,-1.1093545828121314,2003-04,2003-05
693,Western and Rift Valley,Buret,Long Rains,3,4,2,-2.953620528652483,-1.4768102643262415,2005-03,2005-05
694,Western and Rift Valley,Buret,Long Rains,3,5,1,-1.5108981608852265,-1.5108981608852265,2007-04,2007-05
695,Western and Rift Valley,Buret,Long Rains,3,6,11,-5.117162327069599,-0.4651965751881454,2008-06,2009-05
696,Western and Rift Valley,Buret,Long Rains,3,7,1,-1.5863982589814472,-1.5863982589814472,2011-04,2011-05
697,Western and Rift Valley,Buret,Long Rains,3,8,1,-1.0355192553333645,-1.0355192553333645,2012-03,2012-04
698,Western and Rift Valley,Buret,Long Rains,3,9,13,-6.2943395503611415,-0.4841799654123955,2014-03,2015-04
699,Western and Rift Valley,Buret,Long Rains,3,10,1,-1.3907535214180111,-1.3907535214180111,2017-04,2017-05
700,Western and Rift Valley,Kajiado,Long Rains,1,1,9,-1.382465816546263,-0.1536073129495848,2000-06,2001-03
701,Western and Rift Valley,Kajiado,Long Rains,1,2,9,-1.0797009423370778,-0.11996677137078643,2001-06,2002-03
702,Western and Rift Valley,Kajiado,Long Rains,1,3,9,-1.6349404016424622,-0.18166004462694024,2002-06,2003-03
703,Western and Rift Valley,Kajiado,Long Rains,1,4,9,-1.4191730891974803,-0.15768589879972003,2003-06,2004-03
704,Western and Rift Valley,Kajiado,Long Rains,1,5,9,-1.638795337209848,-0.18208837080109422,2004-06,2005-03
705,Western and Rift Valley,Kajiado,Long Rains,1,6,9,-1.6297726229346994,-0.18108584699274438,2005-06,2006-03
706,Western and Rift Valley,Kajiado,Long Rains,1,7,9,-1.6238963736570504,-0.18043293040633893,2006-06,2007-03
707,Western and Rift Valley,Kajiado,Long Rains,1,8,9,-1.3268725337593452,-0.14743028152881613,2007-06,2008-03
708,Western and Rift Valley,Kajiado,Long Rains,1,9,9,-1.4469344170116338,-0.16077049077907044,2008-06,2009-03
709,Western and Rift Valley,Kajiado,Long Rains,1,10,9,-1.1374415548370367,-0.12638239498189296,2009-06,2010-03
710,Western and Rift Valley,Kajiado,Long Rains,1,11,9,-1.2833582470654656,-0.14259536078505175,2010-06,2011-03
711,Western and Rift Valley,Kajiado,Long Rains,1,12,9,-1.1787908091351955,-0.13097675657057728,2011-06,2012-03
712,Western and Rift Valley,Kajiado,Long Rains,1,13,9,-1.1642184144499734,-0.1293576016055526,2012-06,2013-03
713,Western and Rift Valley,Kajiado,Long Rains,1,14,9,-1.3980857491952707,-0.15534286102169675,2013-06,2014-03
714,Western and Rift Valley,Kajiado,Long Rains,1,15,9,-1.0950839190072936,-0.1216759910008104,2014-06,2015-03
715,Western and Rift Valley,Kajiado,Long Rains,1,16,9,-1.274438430716001,-0.14160427007955567,2015-06,2016-03
716,Western and Rift Valley,Kajiado,Long Rains,1,17,9,-1.2821644189931116,-0.14246271322145684,2016-06,2017-03
717,Western and Rift Valley,Kajiado,Long Rains,1,18,9,-1.4013218521266775,-0.15570242801407527,2017-06,2018-03
718,Western and Rift Valley,Kajiado,Long Rains,1,19,9,-1.0769233694624907,-0.11965815216249896,2018-06,2019-03
719,Western and Rift Valley,Kajiado,Long Rains,1,20,9,-1.1532057540236553,-0.12813397266929505,2020-06,2021-03
720,Western and Rift Valley,Kajiado,Long Rains,1,21,9,-1.6321907421858661,-0.18135452690954068,2021-06,2022-03
721,Western and Rift Valley,Kajiado,Long Rains,1,22,9,-1.6182235031086882,-0.1798026114565209,2022-06,2023-03
722,Western and Rift Valley,Kajiado,Long Rains,1,23,0,-1.4522554238286371,0.0,2023-06,2023-06
723,Western and Rift Valley,Kajiado,Long Rains,3,1,9,-1.398124819818619,-0.15534720220206877,2000-06,2001-03
724,Western and Rift Valley,Kajiado,Long Rains,3,2,1,-1.3584483885589353,-1.3584483885589353,2007-03,2007-04
725,Western and Rift Valley,Kajiado,Long Rains,3,3,11,-4.630241590068758,-0.42093105364261435,2008-06,2009-05
726,Western and Rift Valley,Kajiado,Long Rains,3,4,10,-3.253718325178912,-0.3253718325178912,2011-06,2012-04
727,Western and Rift Valley,Kajiado,Long Rains,3,5,10,-3.066952054713453,-0.3066952054713453,2014-06,2015-04
728,Western and Rift Valley,Kajiado,Long Rains,3,6,2,-2.445170419938507,-1.2225852099692536,2017-03,2017-05
729,Western and Rift Valley,Kajiado,Long Rains,3,7,9,-1.0717101962844102,-0.1190789106982678,2017-06,2018-03
730,Western and Rift Valley,Kajiado,Long Rains,3,8,1,-1.1186533197336161,-1.1186533197336161,2019-03,2019-04
731,Western and Rift Valley,Kajiado,Long Rains,3,9,1,-1.6438432715394038,-1.6438432715394038,2021-03,2021-04
732,Western and Rift Valley,Kajiado,Long Rains,3,10,1,-1.0021148441153591,-1.0021148441153591,2023-03,2023-04
733,Western and Rift Valley,Keiyo,Long Rains,1,1,2,-3.2431317809596907,-1.6215658904798453,2000-03,2000-05
734,Western and Rift Valley,Keiyo,Long Rains,1,2,1,-1.032190974455176,-1.032190974455176,2007-03,2007-04
735,Western and Rift Valley,Keiyo,Long Rains,1,3,10,-2.9372773180801057,-0.2937277318080106,2008-06,2009-04
736,Western and Rift Valley,Keiyo,Long Rains,1,4,9,-1.4798709325270303,-0.16443010361411448,2009-06,2010-03
737,Western and Rift Valley,Keiyo,Long Rains,1,5,1,-1.5506828841050415,-1.5506828841050415,2012-03,2012-04
738,Western and Rift Valley,Keiyo,Long Rains,1,6,1,-1.2908277486347235,-1.2908277486347235,2014-04,2014-05
739,Western and Rift Valley,Keiyo,Long Rains,1,7,1,-1.9700141785864218,-1.9700141785864218,2015-03,2015-04
740,Western and Rift Valley,Keiyo,Long Rains,1,8,1,-1.1040701906845807,-1.1040701906845807,2016-03,2016-04
741,Western and Rift Valley,Keiyo,Long Rains,1,9,1,-1.6090506790410992,-1.6090506790410992,2017-03,2017-04
742,Western and Rift Valley,Keiyo,Long Rains,1,10,9,-1.1452679932592456,-0.1272519992510273,2017-06,2018-03
743,Western and Rift Valley,Keiyo,Long Rains,1,11,1,-1.5343699736988436,-1.5343699736988436,2019-03,2019-04
744,Western and Rift Valley,Keiyo,Long Rains,1,12,1,-1.7237008690327689,-1.7237008690327689,2021-03,2021-04
745,Western and Rift Valley,Keiyo,Long Rains,1,13,1,-1.1866556618910349,-1.1866556618910349,2022-03,2022-04
746,Western and Rift Valley,Keiyo,Long Rains,3,1,10,-2.9857708155923457,-0.29857708155923457,2000-05,2001-03
747,Western and Rift Valley,Keiyo,Long Rains,3,2,2,-2.0633960663220243,-1.0316980331610122,2005-03,2005-05
748,Western and Rift Valley,Keiyo,Long Rains,3,3,12,-6.491510469006635,-0.5409592057505529,2008-05,2009-05
749,Western and Rift Valley,Keiyo,Long Rains,3,4,1,-1.02914393764255,-1.02914393764255,2011-04,2011-05
750,Western and Rift Valley,Keiyo,Long Rains,3,5,12,-5.047147045971974,-0.42059558716433115,2014-04,2015-04
751,Western and Rift Valley,Keiyo,Long Rains,3,6,2,-2.8435613849968893,-1.4217806924984446,2017-04,2017-06
752,Western and Rift Valley,Keiyo,Long Rains,3,7,1,-1.5584272431810597,-1.5584272431810597,2019-05,2019-06
753,Western and Rift Valley,Keiyo,Long Rains,3,8,1,-1.269170687037791,-1.269170687037791,2022-04,2022-05
754,Western and Rift Valley,Kericho,Long Rains,1,1,1,-1.8036171837718125,-1.8036171837718125,2000-03,2000-04
755,Western and Rift Valley,Kericho,Long Rains,1,2,9,-1.0214812386405945,-0.1134979154045105,2002-06,2003-03
756,Western and Rift Valley,Kericho,Long Rains,1,3,9,-1.3615633066268227,-0.15128481184742473,2004-06,2005-03
757,Western and Rift Valley,Kericho,Long Rains,1,4,1,-1.4606209929158829,-1.4606209929158829,2007-03,2007-04
758,Western and Rift Valley,Kericho,Long Rains,1,5,10,-2.807918038588606,-0.2807918038588606,2008-06,2009-04
759,Western and Rift Valley,Kericho,Long Rains,1,6,9,-2.1305303352588476,-0.23672559280653863,2009-06,2010-03
760,Western and Rift Valley,Kericho,Long Rains,1,7,1,-1.024414509079913,-1.024414509079913,2011-04,2011-05
761,Western and Rift Valley,Kericho,Long Rains,1,8,1,-1.7107350881102301,-1.7107350881102301,2012-03,2012-04
762,Western and Rift Valley,Kericho,Long Rains,1,9,1,-1.2954870791142215,-1.2954870791142215,2014-04,2014-05
763,Western and Rift Valley,Kericho,Long Rains,1,10,1,-1.652783202318228,-1.652783202318228,2015-03,2015-04
764,Western and Rift Valley,Kericho,Long Rains,1,11,1,-1.216089248273387,-1.216089248273387,2016-03,2016-04
765,Western and Rift Valley,Kericho,Long Rains,1,12,1,-1.6195961324719534,-1.6195961324719534,2017-03,2017-04
766,Western and Rift Valley,Kericho,Long Rains,1,13,1,-2.404359363409522,-2.404359363409522,2019-03,2019-04
767,Western and Rift Valley,Kericho,Long Rains,1,14,1,-1.0852130177340247,-1.0852130177340247,2021-03,2021-04
768,Western and Rift Valley,Kericho,Long Rains,1,15,9,-1.036227327710496,-0.11513636974561067,2021-06,2022-03
769,Western and Rift Valley,Kericho,Long Rains,3,1,1,-1.4286266547719277,-1.4286266547719277,2000-05,2000-06
770,Western and Rift Valley,Kericho,Long Rains,3,2,1,-1.093291144752982,-1.093291144752982,2001-03,2001-04
771,Western and Rift Valley,Kericho,Long Rains,3,3,2,-2.86587093359683,-1.432935466798415,2005-03,2005-05
772,Western and Rift Valley,Kericho,Long Rains,3,4,1,-1.3370547157486192,-1.3370547157486192,2007-04,2007-05
773,Western and Rift Valley,Kericho,Long Rains,3,5,11,-5.140047185703635,-0.4672770168821486,2008-06,2009-05
774,Western and Rift Valley,Kericho,Long Rains,3,6,9,-1.066263650832999,-0.11847373898144434,2009-06,2010-03
775,Western and Rift Valley,Kericho,Long Rains,3,7,1,-1.418921884537463,-1.418921884537463,2011-04,2011-05
776,Western and Rift Valley,Kericho,Long Rains,3,8,1,-1.2710050052287416,-1.2710050052287416,2012-03,2012-04
777,Western and Rift Valley,Kericho,Long Rains,3,9,1,-1.3208426740231025,-1.3208426740231025,2014-04,2014-05
778,Western and Rift Valley,Kericho,Long Rains,3,10,10,-2.307940818693721,-0.23079408186937211,2014-06,2015-04
779,Western and Rift Valley,Kericho,Long Rains,3,11,1,-1.3455241675402216,-1.3455241675402216,2017-04,2017-05
780,Western and Rift Valley,Kericho,Long Rains,3,12,1,-1.1336021445612556,-1.1336021445612556,2019-05,2019-06
781,Western and Rift Valley,Koibatek,Long Rains,1,1,2,-3.542141266088794,-1.771070633044397,2000-03,2000-05
782,Western and Rift Valley,Koibatek,Long Rains,1,2,1,-1.4263784443212542,-1.4263784443212542,2007-03,2007-04
783,Western and Rift Valley,Koibatek,Long Rains,1,3,10,-2.90425622712032,-0.290425622712032,2008-06,2009-04
784,Western and Rift Valley,Koibatek,Long Rains,1,4,9,-1.7079065369394089,-0.18976739299326764,2009-06,2010-03
785,Western and Rift Valley,Koibatek,Long Rains,1,5,1,-1.069202994311468,-1.069202994311468,2011-04,2011-05
786,Western and Rift Valley,Koibatek,Long Rains,1,6,1,-1.524806068269104,-1.524806068269104,2012-03,2012-04
787,Western and Rift Valley,Koibatek,Long Rains,1,7,1,-1.3018631818870408,-1.3018631818870408,2014-04,2014-05
788,Western and Rift Valley,Koibatek,Long Rains,1,8,1,-1.9476068916751126,-1.9476068916751126,2015-03,2015-04
789,Western and Rift Valley,Koibatek,Long Rains,1,9,1,-1.082641839929679,-1.082641839929679,2016-03,2016-04
790,Western and Rift Valley,Koibatek,Long Rains,1,10,1,-1.6017402351849044,-1.6017402351849044,2017-03,2017-04
791,Western and Rift Valley,Koibatek,Long Rains,1,11,9,-1.0539671056949285,-0.11710745618832538,2017-06,2018-03
792,Western and Rift Valley,Koibatek,Long Rains,1,12,1,-1.8218650611007101,-1.8218650611007101,2019-03,2019-04
793,Western and Rift Valley,Koibatek,Long Rains,1,13,1,-1.536904688589342,-1.536904688589342,2021-03,2021-04
794,Western and Rift Valley,Koibatek,Long Rains,1,14,1,-1.3789169478107108,-1.3789169478107108,2022-03,2022-04
795,Western and Rift Valley,Koibatek,Long Rains,3,1,10,-3.876813097418043,-0.38768130974180426,2000-05,2001-03
796,Western and Rift Valley,Koibatek,Long Rains,3,2,2,-2.215432658127784,-1.107716329063892,2005-03,2005-05
797,Western and Rift Valley,Koibatek,Long Rains,3,3,1,-1.0729493676007502,-1.0729493676007502,2007-03,2007-04
798,Western and Rift Valley,Koibatek,Long Rains,3,4,12,-7.324158871872891,-0.6103465726560743,2008-05,2009-05
799,Western and Rift Valley,Koibatek,Long Rains,3,5,1,-1.0938382338740655,-1.0938382338740655,2011-04,2011-05
800,Western and Rift Valley,Koibatek,Long Rains,3,6,11,-3.807845328873869,-0.3461677571703517,2014-05,2015-04
801,Western and Rift Valley,Koibatek,Long Rains,3,7,1,-1.507515988167654,-1.507515988167654,2017-04,2017-05
802,Western and Rift Valley,Koibatek,Long Rains,3,8,1,-1.0732458115914802,-1.0732458115914802,2019-05,2019-06
803,Western and Rift Valley,Koibatek,Long Rains,3,9,1,-1.0754851134058088,-1.0754851134058088,2022-04,2022-05
804,Western and Rift Valley,Laikipia,Long Rains,1,1,1,-1.776597383747802,-1.776597383747802,2000-03,2000-04
805,Western and Rift Valley,Laikipia,Long Rains,1,2,9,-1.0217671049389898,-0.11352967832655442,2000-06,2001-03
806,Western and Rift Valley,Laikipia,Long Rains,1,3,9,-1.087536055858529,-0.12083733953983655,2002-06,2003-03
807,Western and Rift Valley,Laikipia,Long Rains,1,4,9,-1.1148497274451192,-0.12387219193834659,2003-06,2004-03
808,Western and Rift Valley,Laikipia,Long Rains,1,5,9,-1.0865639629952262,-0.1207293292216918,2004-06,2005-03
809,Western and Rift Valley,Laikipia,Long Rains,1,6,9,-1.0184174764225928,-0.11315749738028809,2006-06,2007-03
810,Western and Rift Valley,Laikipia,Long Rains,1,7,11,-4.203907192132421,-0.38217338110294735,2008-05,2009-04
811,Western and Rift Valley,Laikipia,Long Rains,1,8,9,-1.500575584933964,-0.16673062054821822,2009-06,2010-03
812,Western and Rift Valley,Laikipia,Long Rains,1,9,1,-1.6638257175403215,-1.6638257175403215,2012-03,2012-04
813,Western and Rift Valley,Laikipia,Long Rains,1,10,1,-1.0753731843787946,-1.0753731843787946,2015-03,2015-04
814,Western and Rift Valley,Laikipia,Long Rains,1,11,9,-1.0298188608519385,-0.11442431787243762,2015-06,2016-03
815,Western and Rift Valley,Laikipia,Long Rains,1,12,1,-1.510650293923162,-1.510650293923162,2017-03,2017-04
816,Western and Rift Valley,Laikipia,Long Rains,1,13,9,-1.524180545613294,-0.16935339395703267,2017-06,2018-03
817,Western and Rift Valley,Laikipia,Long Rains,1,14,1,-1.4170918448118563,-1.4170918448118563,2019-03,2019-04
818,Western and Rift Valley,Laikipia,Long Rains,1,15,9,-1.5636857892711549,-0.17374286547457277,2021-06,2022-03
819,Western and Rift Valley,Laikipia,Long Rains,1,16,9,-1.3429895272694319,-0.14922105858549242,2022-06,2023-03
820,Western and Rift Valley,Laikipia,Long Rains,3,1,10,-3.64156003872856,-0.364156003872856,2000-05,2001-03
821,Western and Rift Valley,Laikipia,Long Rains,3,2,1,-1.061884808583543,-1.061884808583543,2005-03,2005-04
822,Western and Rift Valley,Laikipia,Long Rains,3,3,1,-1.4305304198957511,-1.4305304198957511,2007-03,2007-04
823,Western and Rift Valley,Laikipia,Long Rains,3,4,11,-5.944830777726771,-0.5404391616115246,2008-06,2009-05
824,Western and Rift Valley,Laikipia,Long Rains,3,5,1,-1.013298963337683,-1.013298963337683,2011-04,2011-05
825,Western and Rift Valley,Laikipia,Long Rains,3,6,1,-1.0225462820385733,-1.0225462820385733,2012-03,2012-04
826,Western and Rift Valley,Laikipia,Long Rains,3,7,1,-1.6073338762329794,-1.6073338762329794,2015-03,2015-04
827,Western and Rift Valley,Laikipia,Long Rains,3,8,1,-1.2569603389003987,-1.2569603389003987,2016-03,2016-04
828,Western and Rift Valley,Laikipia,Long Rains,3,9,2,-2.664764164537143,-1.3323820822685715,2017-03,2017-05
829,Western and Rift Valley,Laikipia,Long Rains,3,10,1,-1.0575218929763985,-1.0575218929763985,2022-04,2022-05
830,Western and Rift Valley,Marakwet,Long Rains,1,1,2,-3.5308986036239958,-1.7654493018119979,2000-03,2000-05
831,Western and Rift Valley,Marakwet,Long Rains,1,2,1,-2.1574350565259928,-2.1574350565259928,2009-03,2009-04
832,Western and Rift Valley,Marakwet,Long Rains,1,3,9,-1.13076404941089,-0.12564044993454332,2009-06,2010-03
833,Western and Rift Valley,Marakwet,Long Rains,1,4,1,-1.742611630109269,-1.742611630109269,2012-03,2012-04
834,Western and Rift Valley,Marakwet,Long Rains,1,5,1,-1.541129334690114,-1.541129334690114,2014-04,2014-05
835,Western and Rift Valley,Marakwet,Long Rains,1,6,1,-2.4661491455744473,-2.4661491455744473,2015-03,2015-04
836,Western and Rift Valley,Marakwet,Long Rains,1,7,1,-1.3958427300219456,-1.3958427300219456,2016-03,2016-04
837,Western and Rift Valley,Marakwet,Long Rains,1,8,2,-3.063350523282476,-1.531675261641238,2017-03,2017-05
838,Western and Rift Valley,Marakwet,Long Rains,1,9,1,-1.2998773409331283,-1.2998773409331283,2019-03,2019-04
839,Western and Rift Valley,Marakwet,Long Rains,1,10,1,-1.845339584248738,-1.845339584248738,2021-03,2021-04
840,Western and Rift Valley,Marakwet,Long Rains,1,11,1,-1.3993579281430704,-1.3993579281430704,2022-03,2022-04
841,Western and Rift Valley,Marakwet,Long Rains,3,1,10,-3.3257167400988603,-0.332571674009886,2000-05,2001-03
842,Western and Rift Valley,Marakwet,Long Rains,3,2,1,-1.1278359750777647,-1.1278359750777647,2005-04,2005-05
843,Western and Rift Valley,Marakwet,Long Rains,3,3,11,-4.0213070104822055,-0.3655733645892914,2008-06,2009-05
844,Western and Rift Valley,Marakwet,Long Rains,3,4,13,-7.386196805954844,-0.5681689850734496,2014-04,2015-05
845,Western and Rift Valley,Marakwet,Long Rains,3,5,2,-2.957540411741531,-1.4787702058707655,2017-04,2017-06
846,Western and Rift Valley,Marakwet,Long Rains,3,6,1,-1.2786131012449133,-1.2786131012449133,2019-05,2019-06
847,Western and Rift Valley,Marakwet,Long Rains,3,7,1,-1.3740029353309695,-1.3740029353309695,2022-04,2022-05
848,Western and Rift Valley,Nakuru,Long Rains,1,1,1,-2.0672382911460723,-2.0672382911460723,2000-03,2000-04
849,Western and Rift Valley,Nakuru,Long Rains,1,2,9,-1.0438283827073482,-0.11598093141192758,2000-06,2001-03
850,Western and Rift Valley,Nakuru,Long Rains,1,3,9,-1.2226585216030164,-0.1358509468447796,2004-06,2005-03
851,Western and Rift Valley,Nakuru,Long Rains,1,4,10,-2.4398453867128294,-0.24398453867128295,2006-06,2007-04
852,Western and Rift Valley,Nakuru,Long Rains,1,5,10,-3.120640954372379,-0.3120640954372379,2008-06,2009-04
853,Western and Rift Valley,Nakuru,Long Rains,1,6,9,-1.8902312098830731,-0.21002568998700813,2009-06,2010-03
854,Western and Rift Valley,Nakuru,Long Rains,1,7,1,-1.495749139912046,-1.495749139912046,2012-03,2012-04
855,Western and Rift Valley,Nakuru,Long Rains,1,8,1,-1.6108867384516394,-1.6108867384516394,2015-03,2015-04
856,Western and Rift Valley,Nakuru,Long Rains,1,9,1,-1.6645840230327784,-1.6645840230327784,2017-03,2017-04
857,Western and Rift Valley,Nakuru,Long Rains,1,10,9,-1.0767748338251333,-0.11964164820279259,2017-06,2018-03
858,Western and Rift Valley,Nakuru,Long Rains,1,11,1,-2.076123875232889,-2.076123875232889,2019-03,2019-04
859,Western and Rift Valley,Nakuru,Long Rains,1,12,1,-1.1582871338564313,-1.1582871338564313,2021-03,2021-04
860,Western and Rift Valley,Nakuru,Long Rains,1,13,10,-2.3927833788342405,-0.23927833788342406,2021-06,2022-04
861,Western and Rift Valley,Nakuru,Long Rains,1,14,9,-1.0264803834019458,-0.11405337593354953,2022-06,2023-03
862,Western and Rift Valley,Nakuru,Long Rains,3,1,11,-4.626478659110681,-0.42058896901006193,2000-05,2001-04
863,Western and Rift Valley,Nakuru,Long Rains,3,2,2,-2.2464376128038492,-1.1232188064019246,2007-03,2007-05
864,Western and Rift Valley,Nakuru,Long Rains,3,3,11,-6.0559194961912555,-0.5505381360173869,2008-06,2009-05
865,Western and Rift Valley,Nakuru,Long Rains,3,4,1,-1.1258508244444596,-1.1258508244444596,2011-04,2011-05
866,Western and Rift Valley,Nakuru,Long Rains,3,5,1,-1.2421704756331544,-1.2421704756331544,2015-03,2015-04
867,Western and Rift Valley,Nakuru,Long Rains,3,6,2,-2.561141348389202,-1.280570674194601,2017-04,2017-06
868,Western and Rift Valley,Nakuru,Long Rains,3,7,1,-1.0271626265174851,-1.0271626265174851,2022-04,2022-05
869,Western and Rift Valley,Nandi North,Long Rains,1,1,1,-2.514918735650499,-2.514918735650499,2000-03,2000-04
870,Western and Rift Valley,Nandi North,Long Rains,1,2,1,-1.1845026487902848,-1.1845026487902848,2004-05,2004-06
871,Western and Rift Valley,Nandi North,Long Rains,1,3,9,-1.0452821137634556,-0.1161424570848284,2005-06,2006-03
872,Western and Rift Valley,Nandi North,Long Rains,1,4,1,-1.652612955780182,-1.652612955780182,2007-03,2007-04
873,Western and Rift Valley,Nandi North,Long Rains,1,5,1,-1.7976847183254772,-1.7976847183254772,2009-03,2009-04
874,Western and Rift Valley,Nandi North,Long Rains,1,6,9,-1.231239334775326,-0.1368043705305918,2009-06,2010-03
875,Western and Rift Valley,Nandi North,Long Rains,1,7,1,-2.438922818147866,-2.438922818147866,2012-03,2012-04
876,Western and Rift Valley,Nandi North,Long Rains,1,8,1,-1.015820938477321,-1.015820938477321,2014-04,2014-05
877,Western and Rift Valley,Nandi North,Long Rains,1,9,1,-2.0795299201805015,-2.0795299201805015,2015-03,2015-04
878,Western and Rift Valley,Nandi North,Long Rains,1,10,1,-1.1068975598880024,-1.1068975598880024,2016-03,2016-04
879,Western and Rift Valley,Nandi North,Long Rains,1,11,1,-1.854638883027257,-1.854638883027257,2017-03,2017-04
880,Western and Rift Valley,Nandi North,Long Rains,1,12,1,-2.5616688319715486,-2.5616688319715486,2019-03,2019-04
881,Western and Rift Valley,Nandi North,Long Rains,1,13,1,-1.5183683296685446,-1.5183683296685446,2021-03,2021-04
882,Western and Rift Valley,Nandi North,Long Rains,1,14,1,-1.0323565244660349,-1.0323565244660349,2022-03,2022-04
883,Western and Rift Valley,Nandi North,Long Rains,1,15,9,-1.0803877197783376,-0.12004307997537084,2022-06,2023-03
884,Western and Rift Valley,Nandi North,Long Rains,3,1,1,-1.679537554361422,-1.679537554361422,2000-05,2000-06
885,Western and Rift Valley,Nandi North,Long Rains,3,2,2,-3.0651343073369866,-1.5325671536684933,2005-03,2005-05
886,Western and Rift Valley,Nandi North,Long Rains,3,3,3,-3.636132653600436,-1.212044217866812,2007-03,2007-06
887,Western and Rift Valley,Nandi North,Long Rains,3,4,2,-2.9441760261579413,-1.4720880130789706,2009-03,2009-05
888,Western and Rift Valley,Nandi North,Long Rains,3,5,1,-1.0941396012626479,-1.0941396012626479,2012-03,2012-04
889,Western and Rift Valley,Nandi North,Long Rains,3,6,2,-2.7758910630181397,-1.3879455315090699,2014-03,2014-05
890,Western and Rift Valley,Nandi North,Long Rains,3,7,2,-2.6414765209702633,-1.3207382604851317,2017-03,2017-05
891,Western and Rift Valley,Nandi North,Long Rains,3,8,1,-1.7442709190211771,-1.7442709190211771,2019-05,2019-06
892,Western and Rift Valley,Nandi South,Long Rains,1,1,1,-1.899352952263093,-1.899352952263093,2000-03,2000-04
893,Western and Rift Valley,Nandi South,Long Rains,1,2,9,-1.098222544010026,-0.1220247271122251,2002-06,2003-03
894,Western and Rift Valley,Nandi South,Long Rains,1,3,10,-2.6967172509398942,-0.2696717250939894,2004-05,2005-03
895,Western and Rift Valley,Nandi South,Long Rains,1,4,9,-1.2193530818020468,-0.135483675755783,2005-06,2006-03
896,Western and Rift Valley,Nandi South,Long Rains,1,5,1,-1.139988818476116,-1.139988818476116,2007-03,2007-04
897,Western and Rift Valley,Nandi South,Long Rains,1,6,10,-2.868323749939691,-0.2868323749939691,2008-06,2009-04
898,Western and Rift Valley,Nandi South,Long Rains,1,7,9,-1.8437704650939197,-0.20486338501043552,2009-06,2010-03
899,Western and Rift Valley,Nandi South,Long Rains,1,8,1,-1.990585141123771,-1.990585141123771,2012-03,2012-04
900,Western and Rift Valley,Nandi South,Long Rains,1,9,1,-1.0277035362588214,-1.0277035362588214,2014-04,2014-05
901,Western and Rift Valley,Nandi South,Long Rains,1,10,1,-1.6755325198518165,-1.6755325198518165,2015-03,2015-04
902,Western and Rift Valley,Nandi South,Long Rains,1,11,1,-1.1440961378848158,-1.1440961378848158,2016-03,2016-04
903,Western and Rift Valley,Nandi South,Long Rains,1,12,1,-1.7603271068830662,-1.7603271068830662,2017-03,2017-04
904,Western and Rift Valley,Nandi South,Long Rains,1,13,1,-2.49255568289617,-2.49255568289617,2019-03,2019-04
905,Western and Rift Valley,Nandi South,Long Rains,1,14,1,-1.2017840446049204,-1.2017840446049204,2021-03,2021-04
906,Western and Rift Valley,Nandi South,Long Rains,1,15,9,-1.2530669248628425,-0.1392296583180936,2022-06,2023-03
907,Western and Rift Valley,Nandi South,Long Rains,3,1,1,-1.5091755773104811,-1.5091755773104811,2000-05,2000-06
908,Western and Rift Valley,Nandi South,Long Rains,3,2,2,-3.1841442076311086,-1.5920721038155543,2005-03,2005-05
909,Western and Rift Valley,Nandi South,Long Rains,3,3,2,-2.305761490888227,-1.1528807454441135,2007-04,2007-06
910,Western and Rift Valley,Nandi South,Long Rains,3,4,2,-3.4129680035976286,-1.7064840017988143,2009-03,2009-05
911,Western and Rift Valley,Nandi South,Long Rains,3,5,1,-1.1330899403930732,-1.1330899403930732,2011-04,2011-05
912,Western and Rift Valley,Nandi South,Long Rains,3,6,1,-1.4812668987175548,-1.4812668987175548,2012-03,2012-04
913,Western and Rift Valley,Nandi South,Long Rains,3,7,1,-1.6705140780517485,-1.6705140780517485,2014-04,2014-05
