,region,admin2_name,season,spi_scale,Drought Event,Drought Duration,Drought Severity,Drought Intensity,Drought Event_start,Drought Event_end
0,Eastern and Northern Kenya,Garissa,Long Rains,1,1,9,-1.2190553657178071,-0.13545059619086747,2000-06,2001-03
1,Eastern and Northern Kenya,Garissa,Long Rains,1,2,9,-1.3078023930870621,-0.14531137700967356,2001-06,2002-03
2,Eastern and Northern Kenya,Garissa,Long Rains,1,3,9,-1.092735021349277,-0.1214150023721419,2003-06,2004-03
3,Eastern and Northern Kenya,Garissa,Long Rains,1,4,9,-1.2164122016747092,-0.1351569112971899,2005-06,2006-03
4,Eastern and Northern Kenya,Garissa,Long Rains,1,5,9,-1.0210406884474459,-0.11344896538304955,2007-06,2008-03
5,Eastern and Northern Kenya,Garissa,Long Rains,1,6,9,-1.0666625040560684,-0.11851805600622983,2009-06,2010-03
6,Eastern and Northern Kenya,Garissa,Long Rains,1,7,9,-1.0590416164782073,-0.11767129071980081,2010-06,2011-03
7,Eastern and Northern Kenya,Garissa,Long Rains,1,8,9,-1.244446053036468,-0.13827178367071868,2011-06,2012-03
8,Eastern and Northern Kenya,Garissa,Long Rains,1,9,9,-1.3099236191712826,-0.14554706879680918,2012-06,2013-03
9,Eastern and Northern Kenya,Garissa,Long Rains,1,10,9,-1.2343122539046145,-0.13714580598940163,2013-06,2014-03
10,Eastern and Northern Kenya,Garissa,Long Rains,1,11,9,-1.1106125177070385,-0.12340139085633761,2014-06,2015-03
11,Eastern and Northern Kenya,Garissa,Long Rains,1,12,9,-1.101763550592696,-0.12241817228807733,2015-06,2016-03
12,Eastern and Northern Kenya,Garissa,Long Rains,1,13,9,-1.126450361888843,-0.12516115132098257,2016-06,2017-03
13,Eastern and Northern Kenya,Garissa,Long Rains,1,14,9,-1.2508661451656462,-0.13898512724062737,2019-06,2020-03
14,Eastern and Northern Kenya,Garissa,Long Rains,1,15,9,-1.1940525581343797,-0.13267250645937553,2020-06,2021-03
15,Eastern and Northern Kenya,Garissa,Long Rains,1,16,9,-1.1285117256952866,-0.12539019174392074,2021-06,2022-03
16,Eastern and Northern Kenya,Garissa,Long Rains,1,17,9,-1.1789689310561857,-0.13099654789513174,2022-06,2023-03
17,Eastern and Northern Kenya,Garissa,Long Rains,1,18,0,-1.2534707583671485,0.0,2023-06,2023-06
18,Eastern and Northern Kenya,Garissa,Long Rains,3,1,1,-1.3435921599031229,-1.3435921599031229,2001-03,2001-04
19,Eastern and Northern Kenya,Garissa,Long Rains,3,2,1,-1.5303265865189752,-1.5303265865189752,2002-03,2002-04
20,Eastern and Northern Kenya,Garissa,Long Rains,3,3,1,-1.2711107598254794,-1.2711107598254794,2003-03,2003-04
21,Eastern and Northern Kenya,Garissa,Long Rains,3,4,1,-1.762565482185025,-1.762565482185025,2005-03,2005-04
22,Eastern and Northern Kenya,Garissa,Long Rains,3,5,1,-1.07252080793559,-1.07252080793559,2006-03,2006-04
23,Eastern and Northern Kenya,Garissa,Long Rains,3,6,1,-1.4845434862973965,-1.4845434862973965,2009-03,2009-04
24,Eastern and Northern Kenya,Garissa,Long Rains,3,7,1,-1.10443310474534,-1.10443310474534,2011-03,2011-04
25,Eastern and Northern Kenya,Garissa,Long Rains,3,8,1,-1.8579034207629692,-1.8579034207629692,2012-03,2012-04
26,Eastern and Northern Kenya,Garissa,Long Rains,3,9,1,-1.4838489775133252,-1.4838489775133252,2016-03,2016-04
27,Eastern and Northern Kenya,Garissa,Long Rains,3,10,1,-1.8167847064002882,-1.8167847064002882,2017-03,2017-04
28,Eastern and Northern Kenya,Garissa,Long Rains,3,11,1,-1.576306420907648,-1.576306420907648,2021-03,2021-04
29,Eastern and Northern Kenya,Garissa,Long Rains,3,12,1,-1.7451281523084246,-1.7451281523084246,2022-03,2022-04
30,Eastern and Northern Kenya,Garissa,Short Rains,1,1,1,-1.301348754298393,-1.301348754298393,2001-10,2001-11
31,Eastern and Northern Kenya,Garissa,Short Rains,1,2,1,-1.2828356068934206,-1.2828356068934206,2005-10,2005-11
32,Eastern and Northern Kenya,Garissa,Short Rains,1,3,10,-1.6988758133287716,-0.16988758133287715,2005-12,2006-10
33,Eastern and Northern Kenya,Garissa,Short Rains,1,4,1,-1.1272464332085896,-1.1272464332085896,2008-10,2008-11
34,Eastern and Northern Kenya,Garissa,Short Rains,1,5,10,-1.6344056286023594,-0.16344056286023595,2008-12,2009-10
35,Eastern and Northern Kenya,Garissa,Short Rains,1,6,1,-1.1610981666635416,-1.1610981666635416,2010-10,2010-11
36,Eastern and Northern Kenya,Garissa,Short Rains,1,7,1,-1.0606522624931438,-1.0606522624931438,2013-10,2013-11
37,Eastern and Northern Kenya,Garissa,Short Rains,1,8,1,-1.1024878055009633,-1.1024878055009633,2014-10,2014-11
38,Eastern and Northern Kenya,Garissa,Short Rains,1,9,1,-1.5828029874146918,-1.5828029874146918,2016-10,2016-11
39,Eastern and Northern Kenya,Garissa,Short Rains,1,10,10,-1.8533960854478506,-0.18533960854478507,2017-12,2018-10
40,Eastern and Northern Kenya,Garissa,Short Rains,1,11,1,-1.308626466487893,-1.308626466487893,2021-10,2021-11
41,Eastern and Northern Kenya,Garissa,Short Rains,3,1,11,-2.453733827202711,-0.2230667115638828,2000-12,2001-11
42,Eastern and Northern Kenya,Garissa,Short Rains,3,2,12,-4.1590916383551875,-0.3465909698629323,2005-11,2006-11
43,Eastern and Northern Kenya,Garissa,Short Rains,3,3,1,-1.0004772755129108,-1.0004772755129108,2010-10,2010-11
44,Eastern and Northern Kenya,Garissa,Short Rains,3,4,10,-1.4117953352518755,-0.14117953352518756,2010-12,2011-10
45,Eastern and Northern Kenya,Garissa,Short Rains,3,5,11,-2.085489188527953,-0.18958992622981394,2013-12,2014-11
46,Eastern and Northern Kenya,Garissa,Short Rains,3,6,1,-1.8502258521482051,-1.8502258521482051,2018-11,2018-12
47,Eastern and Northern Kenya,Garissa,Short Rains,3,7,12,-4.0379729256702825,-0.3364977438058569,2020-12,2021-12
48,Eastern and Northern Kenya,Ijara,Long Rains,1,1,1,-1.1546030775924412,-1.1546030775924412,2000-03,2000-04
49,Eastern and Northern Kenya,Ijara,Long Rains,1,2,1,-1.2832426794441694,-1.2832426794441694,2002-03,2002-04
50,Eastern and Northern Kenya,Ijara,Long Rains,1,3,1,-1.0660790279390495,-1.0660790279390495,2003-03,2003-04
51,Eastern and Northern Kenya,Ijara,Long Rains,1,4,1,-1.675922941170172,-1.675922941170172,2004-03,2004-04
52,Eastern and Northern Kenya,Ijara,Long Rains,1,5,1,-1.3322611206208181,-1.3322611206208181,2005-03,2005-04
53,Eastern and Northern Kenya,Ijara,Long Rains,1,6,1,-1.107320302654065,-1.107320302654065,2006-03,2006-04
54,Eastern and Northern Kenya,Ijara,Long Rains,1,7,1,-1.5430975120097674,-1.5430975120097674,2007-03,2007-04
55,Eastern and Northern Kenya,Ijara,Long Rains,1,8,1,-1.9834008913392125,-1.9834008913392125,2009-03,2009-04
56,Eastern and Northern Kenya,Ijara,Long Rains,1,9,1,-1.6095370230822306,-1.6095370230822306,2011-03,2011-04
57,Eastern and Northern Kenya,Ijara,Long Rains,1,10,1,-1.9342482147948803,-1.9342482147948803,2012-03,2012-04
58,Eastern and Northern Kenya,Ijara,Long Rains,1,11,1,-1.6986530781089204,-1.6986530781089204,2016-03,2016-04
59,Eastern and Northern Kenya,Ijara,Long Rains,1,12,1,-1.7554665123769224,-1.7554665123769224,2017-03,2017-04
60,Eastern and Northern Kenya,Ijara,Long Rains,1,13,1,-1.9927908205453007,-1.9927908205453007,2019-03,2019-04
61,Eastern and Northern Kenya,Ijara,Long Rains,1,14,1,-1.6298140665907135,-1.6298140665907135,2021-03,2021-04
62,Eastern and Northern Kenya,Ijara,Long Rains,1,15,1,-2.046531422343199,-2.046531422343199,2022-03,2022-04
63,Eastern and Northern Kenya,Ijara,Long Rains,3,1,1,-1.314246667112151,-1.314246667112151,2001-04,2001-05
64,Eastern and Northern Kenya,Ijara,Long Rains,3,2,1,-1.0611503477508715,-1.0611503477508715,2003-04,2003-05
65,Eastern and Northern Kenya,Ijara,Long Rains,3,3,2,-3.4292825235455355,-1.7146412617727678,2004-04,2004-06
66,Eastern and Northern Kenya,Ijara,Long Rains,3,4,1,-1.2382367157009493,-1.2382367157009493,2007-04,2007-05
67,Eastern and Northern Kenya,Ijara,Long Rains,3,5,1,-1.9739851881575565,-1.9739851881575565,2009-04,2009-05
68,Eastern and Northern Kenya,Ijara,Long Rains,3,6,3,-5.661279414346254,-1.887093138115418,2012-03,2012-06
69,Eastern and Northern Kenya,Ijara,Long Rains,3,7,1,-1.1609612624443064,-1.1609612624443064,2014-04,2014-05
70,Eastern and Northern Kenya,Ijara,Long Rains,3,8,1,-1.3125802987822164,-1.3125802987822164,2016-04,2016-05
71,Eastern and Northern Kenya,Ijara,Long Rains,3,9,1,-1.063828037653283,-1.063828037653283,2017-04,2017-05
72,Eastern and Northern Kenya,Ijara,Long Rains,3,10,2,-2.9808736555021476,-1.4904368277510738,2021-04,2021-06
73,Eastern and Northern Kenya,Ijara,Long Rains,3,11,2,-3.6476901562758304,-1.8238450781379152,2022-03,2022-05
74,Eastern and Northern Kenya,Ijara,Short Rains,1,1,1,-1.4922683484103743,-1.4922683484103743,2001-10,2001-11
75,Eastern and Northern Kenya,Ijara,Short Rains,1,2,1,-1.560283533650202,-1.560283533650202,2005-10,2005-11
76,Eastern and Northern Kenya,Ijara,Short Rains,1,3,10,-1.6284770244590998,-0.16284770244591,2005-12,2006-10
77,Eastern and Northern Kenya,Ijara,Short Rains,1,4,1,-1.044809001740362,-1.044809001740362,2007-10,2007-11
78,Eastern and Northern Kenya,Ijara,Short Rains,1,5,10,-1.6626692396702227,-0.16626692396702228,2008-12,2009-10
79,Eastern and Northern Kenya,Ijara,Short Rains,1,6,1,-1.258556102205005,-1.258556102205005,2010-10,2010-11
80,Eastern and Northern Kenya,Ijara,Short Rains,1,7,1,-1.1943043416404644,-1.1943043416404644,2014-10,2014-11
81,Eastern and Northern Kenya,Ijara,Short Rains,1,8,1,-1.7996868529187529,-1.7996868529187529,2016-10,2016-11
82,Eastern and Northern Kenya,Ijara,Short Rains,1,9,10,-1.8141928259520121,-0.1814192825952012,2017-12,2018-10
83,Eastern and Northern Kenya,Ijara,Short Rains,1,10,1,-1.2117967503309313,-1.2117967503309313,2020-10,2020-11
84,Eastern and Northern Kenya,Ijara,Short Rains,1,11,1,-1.561924090051857,-1.561924090051857,2021-10,2021-11
85,Eastern and Northern Kenya,Ijara,Short Rains,1,12,1,-1.0408676262206427,-1.0408676262206427,2022-10,2022-11
86,Eastern and Northern Kenya,Ijara,Short Rains,1,13,10,-1.3406863707928547,-0.13406863707928546,2022-12,2023-10
87,Eastern and Northern Kenya,Ijara,Short Rains,3,1,1,-1.615431425926484,-1.615431425926484,2001-10,2001-11
88,Eastern and Northern Kenya,Ijara,Short Rains,3,2,10,-1.6381317462283265,-0.16381317462283265,2005-12,2006-10
89,Eastern and Northern Kenya,Ijara,Short Rains,3,3,10,-1.0957051936493374,-0.10957051936493374,2008-12,2009-10
90,Eastern and Northern Kenya,Ijara,Short Rains,3,4,1,-1.3302799751639134,-1.3302799751639134,2010-10,2010-11
91,Eastern and Northern Kenya,Ijara,Short Rains,3,5,10,-1.297241382332745,-0.1297241382332745,2010-12,2011-10
92,Eastern and Northern Kenya,Ijara,Short Rains,3,6,11,-2.201430943418263,-0.20013008576529662,2016-11,2017-10
93,Eastern and Northern Kenya,Ijara,Short Rains,3,7,1,-1.3662912116519135,-1.3662912116519135,2018-11,2018-12
94,Eastern and Northern Kenya,Ijara,Short Rains,3,8,12,-4.891645110125233,-0.40763709251043606,2020-12,2021-12
95,Eastern and Northern Kenya,Ijara,Short Rains,3,9,10,-1.1170818839978276,-0.11170818839978276,2022-12,2023-10
96,Eastern and Northern Kenya,Isiolo,Long Rains,1,1,9,-1.309932906180332,-0.14554810068670354,2000-06,2001-03
97,Eastern and Northern Kenya,Isiolo,Long Rains,1,2,9,-1.1999642233870738,-0.1333293581541193,2001-06,2002-03
98,Eastern and Northern Kenya,Isiolo,Long Rains,1,3,9,-1.3206433503197914,-0.14673815003553237,2002-06,2003-03
99,Eastern and Northern Kenya,Isiolo,Long Rains,1,4,9,-1.3441792884882335,-0.1493532542764704,2003-06,2004-03
100,Eastern and Northern Kenya,Isiolo,Long Rains,1,5,9,-1.2734670594874085,-0.1414963399430454,2004-06,2005-03
101,Eastern and Northern Kenya,Isiolo,Long Rains,1,6,9,-1.2777109572463803,-0.1419678841384867,2005-06,2006-03
102,Eastern and Northern Kenya,Isiolo,Long Rains,1,7,9,-1.2936226860972608,-0.14373585401080677,2006-06,2007-03
103,Eastern and Northern Kenya,Isiolo,Long Rains,1,8,9,-1.0269183999920037,-0.11410204444355597,2007-06,2008-03
104,Eastern and Northern Kenya,Isiolo,Long Rains,1,9,9,-1.3123189814398035,-0.14581322015997816,2008-06,2009-03
105,Eastern and Northern Kenya,Isiolo,Long Rains,1,10,9,-1.372618599709155,-0.15251317774546166,2009-06,2010-03
106,Eastern and Northern Kenya,Isiolo,Long Rains,1,11,9,-1.275459660781698,-0.14171774008685534,2010-06,2011-03
107,Eastern and Northern Kenya,Isiolo,Long Rains,1,12,9,-1.0877373986960788,-0.12085971096623098,2011-06,2012-03
108,Eastern and Northern Kenya,Isiolo,Long Rains,1,13,9,-1.0826530636644014,-0.12029478485160015,2012-06,2013-03
109,Eastern and Northern Kenya,Isiolo,Long Rains,1,14,9,-1.2098796061672503,-0.1344310673519167,2013-06,2014-03
110,Eastern and Northern Kenya,Isiolo,Long Rains,1,15,9,-1.2175701939117725,-0.13528557710130806,2014-06,2015-03
111,Eastern and Northern Kenya,Isiolo,Long Rains,1,16,9,-1.3320506580086775,-0.14800562866763084,2015-06,2016-03
112,Eastern and Northern Kenya,Isiolo,Long Rains,1,17,9,-1.2150220496768669,-0.13500244996409633,2016-06,2017-03
113,Eastern and Northern Kenya,Isiolo,Long Rains,1,18,9,-1.4049709911526533,-0.15610788790585037,2017-06,2018-03
114,Eastern and Northern Kenya,Isiolo,Long Rains,1,19,9,-1.3913517604147114,-0.15459464004607903,2021-06,2022-03
115,Eastern and Northern Kenya,Isiolo,Long Rains,1,20,9,-1.3837742955858903,-0.15375269950954337,2022-06,2023-03
116,Eastern and Northern Kenya,Isiolo,Long Rains,1,21,0,-1.1088291557973737,0.0,2023-06,2023-06
117,Eastern and Northern Kenya,Isiolo,Long Rains,3,1,10,-3.1173948695186042,-0.31173948695186043,2000-05,2001-03
118,Eastern and Northern Kenya,Isiolo,Long Rains,3,2,1,-1.3101353685896409,-1.3101353685896409,2003-03,2003-04
119,Eastern and Northern Kenya,Isiolo,Long Rains,3,3,1,-1.7388977764611635,-1.7388977764611635,2005-03,2005-04
120,Eastern and Northern Kenya,Isiolo,Long Rains,3,4,1,-1.2443300847703096,-1.2443300847703096,2006-03,2006-04
121,Eastern and Northern Kenya,Isiolo,Long Rains,3,5,1,-1.0924674740838554,-1.0924674740838554,2007-03,2007-04
122,Eastern and Northern Kenya,Isiolo,Long Rains,3,6,1,-2.1735516112570608,-2.1735516112570608,2009-03,2009-04
123,Eastern and Northern Kenya,Isiolo,Long Rains,3,7,13,-7.253816415116798,-0.5579858780859076,2011-03,2012-04
124,Eastern and Northern Kenya,Isiolo,Long Rains,3,8,1,-1.578852144939849,-1.578852144939849,2016-03,2016-04
125,Eastern and Northern Kenya,Isiolo,Long Rains,3,9,1,-1.3592858664099225,-1.3592858664099225,2017-03,2017-04
126,Eastern and Northern Kenya,Isiolo,Long Rains,3,10,1,-1.3038337532121393,-1.3038337532121393,2019-03,2019-04
127,Eastern and Northern Kenya,Isiolo,Long Rains,3,11,1,-1.3217441830422567,-1.3217441830422567,2021-03,2021-04
128,Eastern and Northern Kenya,Isiolo,Long Rains,3,12,1,-1.292976996570002,-1.292976996570002,2022-03,2022-04
129,Eastern and Northern Kenya,Isiolo,Short Rains,1,1,1,-1.2977805428435438,-1.2977805428435438,2000-10,2000-11
130,Eastern and Northern Kenya,Isiolo,Short Rains,1,2,1,-1.4960994319822118,-1.4960994319822118,2001-10,2001-11
131,Eastern and Northern Kenya,Isiolo,Short Rains,1,3,10,-1.5679088172528861,-0.1567908817252886,2005-12,2006-10
132,Eastern and Northern Kenya,Isiolo,Short Rains,1,4,10,-1.488308534109927,-0.1488308534109927,2008-12,2009-10
133,Eastern and Northern Kenya,Isiolo,Short Rains,1,5,10,-1.5084422639134671,-0.1508442263913467,2010-12,2011-10
134,Eastern and Northern Kenya,Isiolo,Short Rains,1,6,1,-1.1070683769669536,-1.1070683769669536,2013-10,2013-11
135,Eastern and Northern Kenya,Isiolo,Short Rains,1,7,1,-1.772632558656879,-1.772632558656879,2016-10,2016-11
136,Eastern and Northern Kenya,Isiolo,Short Rains,1,8,11,-2.8354397139446803,-0.25776724672224366,2017-12,2018-11
137,Eastern and Northern Kenya,Isiolo,Short Rains,1,9,1,-1.2794562364296458,-1.2794562364296458,2021-10,2021-11
138,Eastern and Northern Kenya,Isiolo,Short Rains,1,10,1,-1.5399521827674798,-1.5399521827674798,2022-10,2022-11
139,Eastern and Northern Kenya,Isiolo,Short Rains,3,1,12,-3.9455700276270385,-0.3287975023022532,2005-11,2006-11
140,Eastern and Northern Kenya,Isiolo,Short Rains,3,2,1,-1.0406270669793682,-1.0406270669793682,2009-11,2009-12
141,Eastern and Northern Kenya,Isiolo,Short Rains,3,3,10,-1.522747088987573,-0.1522747088987573,2010-12,2011-10
142,Eastern and Northern Kenya,Isiolo,Short Rains,3,4,2,-3.151866097822106,-1.575933048911053,2018-10,2018-12
143,Eastern and Northern Kenya,Isiolo,Short Rains,3,5,2,-2.5067499416479215,-1.2533749708239608,2021-10,2021-12
144,Eastern and Northern Kenya,Kitui,Long Rains,1,1,9,-1.2807366510057445,-0.1423040723339716,2000-06,2001-03
145,Eastern and Northern Kenya,Kitui,Long Rains,1,2,9,-1.2947071312170335,-0.14385634791300372,2001-06,2002-03
146,Eastern and Northern Kenya,Kitui,Long Rains,1,3,9,-1.1948100695143267,-0.13275667439048075,2002-06,2003-03
147,Eastern and Northern Kenya,Kitui,Long Rains,1,4,9,-1.3932047650487092,-0.15480052944985656,2003-06,2004-03
148,Eastern and Northern Kenya,Kitui,Long Rains,1,5,9,-1.3169191937090565,-0.14632435485656184,2004-06,2005-03
149,Eastern and Northern Kenya,Kitui,Long Rains,1,6,9,-1.3771196394388783,-0.15301329327098648,2005-06,2006-03
150,Eastern and Northern Kenya,Kitui,Long Rains,1,7,9,-1.3864794580668214,-0.1540532731185357,2006-06,2007-03
151,Eastern and Northern Kenya,Kitui,Long Rains,1,8,9,-1.2776106796657833,-0.14195674218508703,2007-06,2008-03
152,Eastern and Northern Kenya,Kitui,Long Rains,1,9,9,-1.3159543501068192,-0.1462171500118688,2008-06,2009-03
153,Eastern and Northern Kenya,Kitui,Long Rains,1,10,9,-1.2042726375672648,-0.1338080708408072,2009-06,2010-03
154,Eastern and Northern Kenya,Kitui,Long Rains,1,11,9,-1.3001432584090855,-0.14446036204545395,2010-06,2011-03
155,Eastern and Northern Kenya,Kitui,Long Rains,1,12,9,-1.3322760278459895,-0.1480306697606655,2011-06,2012-03
156,Eastern and Northern Kenya,Kitui,Long Rains,1,13,9,-1.2875439831432196,-0.14306044257146885,2012-06,2013-03
157,Eastern and Northern Kenya,Kitui,Long Rains,1,14,9,-1.3201625346064372,-0.14668472606738192,2013-06,2014-03
158,Eastern and Northern Kenya,Kitui,Long Rains,1,15,9,-1.1468695211425195,-0.12742994679361327,2014-06,2015-03
159,Eastern and Northern Kenya,Kitui,Long Rains,1,16,9,-1.3029173380542707,-0.1447685931171412,2015-06,2016-03
160,Eastern and Northern Kenya,Kitui,Long Rains,1,17,9,-1.2539657960518424,-0.13932953289464917,2016-06,2017-03
161,Eastern and Northern Kenya,Kitui,Long Rains,1,18,9,-1.2620082547120446,-0.1402231394124494,2017-06,2018-03
162,Eastern and Northern Kenya,Kitui,Long Rains,1,19,9,-1.0405029206619618,-0.11561143562910686,2019-06,2020-03
163,Eastern and Northern Kenya,Kitui,Long Rains,1,20,9,-1.0474547759035087,-0.11638386398927875,2020-06,2021-03
164,Eastern and Northern Kenya,Kitui,Long Rains,1,21,9,-1.3332111487532297,-0.14813457208369218,2021-06,2022-03
165,Eastern and Northern Kenya,Kitui,Long Rains,1,22,9,-1.1652583682217013,-0.12947315202463347,2022-06,2023-03
166,Eastern and Northern Kenya,Kitui,Long Rains,1,23,0,-1.0421993119596193,0.0,2023-06,2023-06
167,Eastern and Northern Kenya,Kitui,Long Rains,3,1,1,-1.4502636306303354,-1.4502636306303354,2005-03,2005-04
168,Eastern and Northern Kenya,Kitui,Long Rains,3,2,11,-4.704921626181892,-0.42772014783471746,2008-06,2009-05
169,Eastern and Northern Kenya,Kitui,Long Rains,3,3,9,-1.0866468585221665,-0.12073853983579627,2009-06,2010-03
170,Eastern and Northern Kenya,Kitui,Long Rains,3,4,10,-2.658802318207208,-0.2658802318207208,2011-06,2012-04
171,Eastern and Northern Kenya,Kitui,Long Rains,3,5,1,-1.7100937459153562,-1.7100937459153562,2015-03,2015-04
172,Eastern and Northern Kenya,Kitui,Long Rains,3,6,1,-2.2263734100039234,-2.2263734100039234,2017-03,2017-04
173,Eastern and Northern Kenya,Kitui,Long Rains,3,7,1,-1.7524353373960755,-1.7524353373960755,2019-03,2019-04
174,Eastern and Northern Kenya,Kitui,Long Rains,3,8,1,-1.9771341316494562,-1.9771341316494562,2021-03,2021-04
175,Eastern and Northern Kenya,Kitui,Long Rains,3,9,1,-1.2747753250680298,-1.2747753250680298,2022-03,2022-04
176,Eastern and Northern Kenya,Kitui,Long Rains,3,10,1,-1.0679448200586128,-1.0679448200586128,2023-03,2023-04
177,Eastern and Northern Kenya,Kitui,Short Rains,1,1,1,-1.1905350194876867,-1.1905350194876867,2000-10,2000-11
178,Eastern and Northern Kenya,Kitui,Short Rains,1,2,1,-1.5128175991774278,-1.5128175991774278,2001-10,2001-11
179,Eastern and Northern Kenya,Kitui,Short Rains,1,3,1,-1.2150959661372576,-1.2150959661372576,2003-10,2003-11
180,Eastern and Northern Kenya,Kitui,Short Rains,1,4,1,-1.340657791539392,-1.340657791539392,2005-10,2005-11
181,Eastern and Northern Kenya,Kitui,Short Rains,1,5,10,-1.4150256097216616,-0.14150256097216615,2005-12,2006-10
182,Eastern and Northern Kenya,Kitui,Short Rains,1,6,1,-1.2857297430590935,-1.2857297430590935,2007-10,2007-11
183,Eastern and Northern Kenya,Kitui,Short Rains,1,7,1,-1.046351515005952,-1.046351515005952,2008-10,2008-11
184,Eastern and Northern Kenya,Kitui,Short Rains,1,8,10,-1.0805069914174061,-0.10805069914174062,2008-12,2009-10
185,Eastern and Northern Kenya,Kitui,Short Rains,1,9,1,-1.4601554171277273,-1.4601554171277273,2010-10,2010-11
186,Eastern and Northern Kenya,Kitui,Short Rains,1,10,1,-1.3861156754098383,-1.3861156754098383,2012-10,2012-11
187,Eastern and Northern Kenya,Kitui,Short Rains,1,11,1,-1.3199990178887009,-1.3199990178887009,2013-10,2013-11
188,Eastern and Northern Kenya,Kitui,Short Rains,1,12,1,-1.4117210327967118,-1.4117210327967118,2014-10,2014-11
189,Eastern and Northern Kenya,Kitui,Short Rains,1,13,1,-1.2990464204660026,-1.2990464204660026,2016-10,2016-11
190,Eastern and Northern Kenya,Kitui,Short Rains,1,14,1,-1.0564785409091486,-1.0564785409091486,2017-10,2017-11
191,Eastern and Northern Kenya,Kitui,Short Rains,1,15,1,-1.4304770490938814,-1.4304770490938814,2020-10,2020-11
192,Eastern and Northern Kenya,Kitui,Short Rains,1,16,1,-1.362631944828172,-1.362631944828172,2021-10,2021-11
193,Eastern and Northern Kenya,Kitui,Short Rains,1,17,1,-1.541046024553062,-1.541046024553062,2022-10,2022-11
194,Eastern and Northern Kenya,Kitui,Short Rains,3,1,10,-1.0551115302807805,-0.10551115302807805,2003-12,2004-10
195,Eastern and Northern Kenya,Kitui,Short Rains,3,2,12,-4.928631047002339,-0.4107192539168616,2005-11,2006-11
196,Eastern and Northern Kenya,Kitui,Short Rains,3,3,10,-1.151881961513013,-0.1151881961513013,2008-12,2009-10
197,Eastern and Northern Kenya,Kitui,Short Rains,3,4,1,-1.2685288044326652,-1.2685288044326652,2009-11,2009-12
198,Eastern and Northern Kenya,Kitui,Short Rains,3,5,10,-1.0169818666739374,-0.10169818666739375,2017-12,2018-10
199,Eastern and Northern Kenya,Kitui,Short Rains,3,6,1,-1.4237417938392434,-1.4237417938392434,2018-11,2018-12
200,Eastern and Northern Kenya,Machakos,Long Rains,1,1,9,-1.4197336611734577,-0.15774818457482864,2000-06,2001-03
201,Eastern and Northern Kenya,Machakos,Long Rains,1,2,9,-1.1323147237742486,-0.12581274708602763,2001-06,2002-03
202,Eastern and Northern Kenya,Machakos,Long Rains,1,3,9,-1.4947371623702639,-0.16608190693002933,2002-06,2003-03
203,Eastern and Northern Kenya,Machakos,Long Rains,1,4,9,-1.5631424164709546,-0.17368249071899497,2003-06,2004-03
204,Eastern and Northern Kenya,Machakos,Long Rains,1,5,9,-1.5943399082246563,-0.1771488786916285,2004-06,2005-03
205,Eastern and Northern Kenya,Machakos,Long Rains,1,6,9,-1.536718210664577,-0.17074646785161965,2005-06,2006-03
206,Eastern and Northern Kenya,Machakos,Long Rains,1,7,9,-1.5970486423278067,-0.1774498491475341,2006-06,2007-03
207,Eastern and Northern Kenya,Machakos,Long Rains,1,8,9,-1.382894088453083,-0.15365489871700921,2007-06,2008-03
208,Eastern and Northern Kenya,Machakos,Long Rains,1,9,9,-1.5327930464402542,-0.17031033849336158,2008-06,2009-03
209,Eastern and Northern Kenya,Machakos,Long Rains,1,10,9,-1.392565599022606,-0.15472951100251178,2009-06,2010-03
210,Eastern and Northern Kenya,Machakos,Long Rains,1,11,9,-1.3576483915914122,-0.15084982128793467,2010-06,2011-03
211,Eastern and Northern Kenya,Machakos,Long Rains,1,12,9,-1.2904554528938637,-0.1433839392104293,2011-06,2012-03
212,Eastern and Northern Kenya,Machakos,Long Rains,1,13,9,-1.0717185054708442,-0.11907983394120492,2012-06,2013-03
213,Eastern and Northern Kenya,Machakos,Long Rains,1,14,9,-1.3516085565533742,-0.15017872850593048,2013-06,2014-03
214,Eastern and Northern Kenya,Machakos,Long Rains,1,15,9,-1.047100935718059,-0.11634454841311766,2014-06,2015-03
215,Eastern and Northern Kenya,Machakos,Long Rains,1,16,9,-1.4507882442246718,-0.16119869380274132,2015-06,2016-03
216,Eastern and Northern Kenya,Machakos,Long Rains,1,17,9,-1.3018982971478037,-0.14465536634975595,2016-06,2017-03
217,Eastern and Northern Kenya,Machakos,Long Rains,1,18,9,-1.4605035349176134,-0.16227817054640148,2017-06,2018-03
218,Eastern and Northern Kenya,Machakos,Long Rains,1,19,9,-1.0758546341097177,-0.11953940378996863,2019-06,2020-03
219,Eastern and Northern Kenya,Machakos,Long Rains,1,20,9,-1.6991540339577191,-0.1887948926619688,2021-06,2022-03
220,Eastern and Northern Kenya,Machakos,Long Rains,1,21,9,-1.6521405188729523,-0.18357116876366136,2022-06,2023-03
221,Eastern and Northern Kenya,Machakos,Long Rains,1,22,0,-1.4795854140854787,0.0,2023-06,2023-06
222,Eastern and Northern Kenya,Machakos,Long Rains,3,1,9,-1.1486057436206254,-0.1276228604022917,2000-06,2001-03
223,Eastern and Northern Kenya,Machakos,Long Rains,3,2,1,-1.024080540477831,-1.024080540477831,2002-03,2002-04
224,Eastern and Northern Kenya,Machakos,Long Rains,3,3,1,-1.3714223657850348,-1.3714223657850348,2005-03,2005-04
